# BEAST v1.8.0, r5971
# Generated Mon Feb 24 17:20:11 PST 2014 [seed=1]
state	posterior	prior	likelihood	treeModel.rootHeight	constant.popSize	clock.rate	treeLikelihood	coalescent
3225000	-4636.871182961142	-429.3684334209853	-4207.502749540156	5.6138811549823355	3.3201881815052254	0.006235381340369698	-4207.502749540156	-428.16217657714657
3226000	-4629.534636677203	-431.65391180766426	-4197.880724869538	5.762033696595858	3.564581081083422	0.005699688740271332	-4197.880724869538	-430.37716558077494
3227000	-4632.440556235591	-431.7898465476356	-4200.650709687956	5.494511678847011	3.3315298104828734	0.006448766125170792	-4200.650709687956	-430.5799661804637
3228000	-4632.954093433186	-429.1078261395763	-4203.84626729361	5.5015343318556	3.2170790403485494	0.0061800553749421505	-4203.84626729361	-427.93317226666323
3229000	-4642.682466404861	-428.7616511384136	-4213.920815266447	5.34442921485419	3.2707434422638486	0.005496075518143725	-4213.920815266447	-427.5711377514526
3230000	-4645.031448454878	-432.23132617277605	-4212.800122282102	5.4336981188328055	3.1331901859722953	0.006022066745672038	-4212.800122282102	-431.08325239179413
3231000	-4645.047629746619	-435.1459038567744	-4209.901725889845	5.418796332906402	3.488984476672842	0.0061623451406437445	-4209.901725889845	-433.8901307986586
3232000	-4634.223528297659	-432.3635781764072	-4201.859950121252	5.548429699343744	3.3592119268917373	0.006064140324487852	-4201.859950121252	-431.14580763518563
3233000	-4634.509762077203	-433.2415528857742	-4201.2682091914285	5.7107410140517105	3.1058670502456773	0.005981342079723719	-4201.2682091914285	-432.1022786240548
3234000	-4635.246366993689	-427.56611644708767	-4207.680250546601	5.436382899473533	3.0967466413792417	0.006257222615714089	-4207.680250546601	-426.42950713458345
3235000	-4629.528463942807	-430.81210831496986	-4198.716355627837	5.563529554496403	3.038798389926606	0.006578651417085839	-4198.716355627837	-429.6940674927445
3236000	-4637.313380452655	-433.30598224860324	-4204.007398204052	5.797871203380488	3.2861882866048417	0.005808842757987238	-4204.007398204052	-432.11044508823545
3237000	-4641.213521919145	-439.84593960748686	-4201.367582311658	6.221885168089594	3.5393626518495256	0.0059874167096521875	-4201.367582311658	-438.5760055216914
3238000	-4647.8975674709	-437.55484046606176	-4210.342727004838	5.583946301021257	3.5609280029311092	0.005609035106041937	-4210.342727004838	-436.27921024508095
3239000	-4659.378265770427	-439.6939444141675	-4219.68432135626	5.556923212778514	3.237668442446308	0.006345940946023472	-4219.68432135626	-438.5127450189944
3240000	-4658.429580610981	-450.40470882591313	-4208.024871785068	5.561909830990788	3.8901327526871685	0.0059413203305086915	-4208.024871785068	-449.04032422187976
3241000	-4660.0747647816415	-445.44297514788644	-4214.631789633755	5.398974707314839	3.0344585234972175	0.006136046765188888	-4214.631789633755	-444.3268061032362
3242000	-4651.004048871376	-435.37171410883263	-4215.632334762543	5.782047820780227	3.052951050719129	0.006031831774521377	-4215.632334762543	-434.2495735966081
3243000	-4639.826884874048	-430.82476054065484	-4209.002124333393	5.460536214137603	2.9919667773520664	0.006236011287684077	-4209.002124333393	-429.7225935731428
3244000	-4623.393792568222	-419.88046925622405	-4203.513323311998	5.374578309296278	2.8764039614371435	0.0063539036971960025	-4203.513323311998	-418.8175744630611
3245000	-4616.462490195293	-409.3815564832458	-4207.080933712047	6.022145389861086	2.776256337628578	0.006673720404961102	-4207.080933712047	-408.3537793838151
3246000	-4618.844375294559	-411.6003009024516	-4207.244074392107	5.510260414314325	3.0609406262485277	0.006670924628127926	-4207.244074392107	-410.47490771489623
3247000	-4612.113573547758	-390.2968617907508	-4221.816711757007	5.504556682887889	2.7785289999763214	0.006507278963140364	-4221.816711757007	-389.2684328608265
3248000	-4602.375355713277	-393.91606518527215	-4208.459290528004	5.644346046980835	2.563016150930286	0.006520880811374778	-4208.459290528004	-392.9683595555262
3249000	-4621.414683751378	-403.4897004248573	-4217.924983326521	5.495112381219424	2.8235823363520494	0.006979612077361348	-4217.924983326521	-402.44471440197924
3250000	-4623.801088782373	-408.1841385623534	-4215.616950220019	5.521500419503651	3.041035854986801	0.006188707679445386	-4215.616950220019	-407.0657516555231
3251000	-4619.403579733925	-401.97763001947607	-4217.4259497144485	6.428969329779092	2.843533763605421	0.0061202437018063145	-4217.4259497144485	-400.92646221411997
3252000	-4616.9988802024955	-393.4921455788488	-4223.5067346236465	5.670164119622308	2.5175665548071233	0.00675895763846934	-4223.5067346236465	-392.5620938390844
3253000	-4627.532794318827	-412.7251487853034	-4214.807645533523	5.578912873154742	2.8584372708214	0.005382960536388715	-4214.807645533523	-411.6694907580747
3254000	-4637.192870562059	-417.1498929849752	-4220.0429775770845	5.600290338032328	2.992220800552303	0.0062866501840487	-4220.0429775770845	-416.04759048042575
3255000	-4626.102087495067	-416.42264722245295	-4209.679440272615	5.463459896350937	3.20154192749832	0.006231680404178789	-4209.679440272615	-415.25278299595345
3256000	-4624.246198717806	-414.1218542113874	-4210.124344506418	5.638456612743679	3.0764264247726545	0.0062829301750172055	-4210.124344506418	-412.9918026095372
3257000	-4621.579460458807	-408.8355776825439	-4212.7438827762635	6.156410466739859	2.92740066009649	0.006067319625882039	-4212.7438827762635	-407.7553954803613
3258000	-4622.4516883544175	-396.28019906523656	-4226.1714892891805	5.906394906140278	2.5772856008727727	0.006108262527518427	-4226.1714892891805	-395.3273540502985
3259000	-4607.718559713934	-408.5785958690874	-4199.1399638448465	5.990404660228373	3.0164872494641917	0.005956364411222638	-4199.1399638448465	-407.4685465127169
3260000	-4632.68703417813	-412.6320387322369	-4220.054995445893	5.422194295071587	2.811305121881684	0.007021139126556331	-4220.054995445893	-411.5913687614054
3261000	-4608.9656838486335	-393.7296655905367	-4215.236018258097	5.291296689604375	2.6725280093089894	0.0069449957945374305	-4215.236018258097	-392.7396957503154
3262000	-4616.240002975986	-403.9002486154563	-4212.33975436053	5.544625590019309	3.1032345542678463	0.006239677557396114	-4212.33975436053	-402.7615639657735
3263000	-4631.2671755385	-413.41511449526064	-4217.85206104324	5.233975489206481	2.974143154788869	0.005380903317243178	-4217.85206104324	-412.3197776096272
3264000	-4631.2329382509315	-395.0897283665324	-4236.143209884399	5.950822144441865	2.595709178065982	0.006000529887015808	-4236.143209884399	-394.1298680710182
3265000	-4627.88746976383	-411.1691832102745	-4216.718286553556	5.510563895430051	3.183686451348591	0.006590092452499535	-4216.718286553556	-410.0045533310242
3266000	-4637.518748160944	-400.72953427390433	-4236.789213887039	5.3782002173725285	2.336763921956325	0.0061084715585087955	-4236.789213887039	-399.87465876945424
3267000	-4628.847071278445	-409.39596593176157	-4219.451105346683	5.399463951544808	2.8814947274674814	0.00661042410847201	-4219.451105346683	-408.33104634554763
3268000	-4624.963791894546	-408.5759520308844	-4216.387839863662	5.380395476769344	2.8608953857374755	0.006065073005564216	-4216.387839863662	-407.5187523101077
3269000	-4629.99464403544	-402.95897544248345	-4227.035668592956	5.532630842955482	2.9896818408011296	0.006232367283084083	-4227.035668592956	-401.8575761012183
3270000	-4635.262758705966	-419.41012971056233	-4215.852628995403	5.617161614216773	2.781023335492464	0.005771359584776989	-4215.852628995403	-418.38153938471726
3271000	-4648.4520605521475	-428.56452746092054	-4219.887533091227	5.525636331284795	3.499295531975214	0.006013164434311867	-4219.887533091227	-427.30595262482825
3272000	-4639.8280316320015	-431.91661485187836	-4207.911416780124	5.528181857809604	3.3643127942582223	0.005785524448865239	-4207.911416780124	-430.69760560680606
3273000	-4651.472049065039	-437.2195345722786	-4214.25251449276	5.270143674887667	3.299493256182824	0.006364959308496403	-4214.25251449276	-436.01940071502145
3274000	-4667.274893298339	-447.3447005120298	-4219.930192786309	5.782105327096899	3.6712851498939654	0.0054057411675296225	-4219.930192786309	-446.0387529930107
3275000	-4685.312507604759	-457.87621974821343	-4227.436287856545	5.765520827341137	3.614647348561102	0.005581736552957949	-4227.436287856545	-456.5856437130735
3276000	-4664.920874433622	-446.10692593385676	-4218.8139484997655	5.950381660675272	4.0435749999021695	0.005816905850726381	-4218.8139484997655	-444.70397982636115
3277000	-4658.363533277411	-447.91505512817963	-4210.448478149231	6.17879469232347	3.520939111350414	0.004996336553060961	-4210.448478149231	-446.6513310446022
3278000	-4648.144237801103	-439.3180562709642	-4208.826181530139	5.913843334218372	3.0337122701774857	0.005361069811172615	-4208.826181530139	-438.20290815986635
3279000	-4641.218235352919	-434.56145275189476	-4206.656782601024	6.184875346868942	3.189703057725556	0.006035123471071087	-4206.656782601024	-433.3954898013121
3280000	-4643.672320728745	-425.2199859022417	-4218.452334826503	5.503971710789056	2.989621162024752	0.006651332209633452	-4218.452334826503	-424.1181878923208
3281000	-4623.724860447852	-421.1904660488408	-4202.534394399011	5.933601131144248	3.295353863299968	0.006707073753331987	-4202.534394399011	-419.99124541887807
3282000	-4627.919475917561	-423.1277186283655	-4204.791757289195	5.5583675125971475	3.3488234479635643	0.0059700016063286634	-4204.791757289195	-421.91313955217385
3283000	-4636.346889392384	-420.1609166891628	-4216.185972703221	5.603285549164803	3.165903710749491	0.006499340082578376	-4216.185972703221	-419.00197880161846
3284000	-4641.685248700234	-416.1303150678747	-4225.554933632359	6.017462797408195	2.9605201519611186	0.0066235781116669775	-4225.554933632359	-415.03832650985134
3285000	-4618.137121618771	-420.20282487667794	-4197.934296742093	5.963048464428735	2.905551657650909	0.005729440871890711	-4197.934296742093	-419.1304721641673
3286000	-4612.442702200469	-414.1243813789574	-4198.318320821511	5.83173366749453	2.949336261270514	0.006510842267668485	-4198.318320821511	-413.03629038783293
3287000	-4628.95683582388	-416.5593829104624	-4212.3974529134175	5.906147053725572	2.8625544338983	0.005992342970959974	-4212.3974529134175	-415.50167618258286
3288000	-4641.591900928404	-441.06156058468196	-4200.530340343722	6.333332477896322	3.2947641726929757	0.005191286043562177	-4200.530340343722	-439.8640347045069
3289000	-4646.124036725729	-436.27345741490717	-4209.850579310822	5.826173576759697	3.961994277743697	0.005386593599303424	-4209.850579310822	-434.89132331731736
3290000	-4649.199079699829	-438.8562403755832	-4210.342839324246	5.721772924341202	3.260279102081025	0.005960047628220794	-4210.342839324246	-437.66846752210574
3291000	-4653.995020859535	-438.4733846551666	-4215.521636204368	5.7807922930227935	3.3715600596854163	0.006069140177650009	-4215.521636204368	-437.2519399520191
3292000	-4651.103927486472	-442.18876138420836	-4208.915166102263	5.997458587361389	3.2285470953935738	0.005680687036755285	-4208.915166102263	-441.0110484768021
3293000	-4662.730521620462	-447.3201219162046	-4215.4103997042575	5.95010251443036	3.704888106580694	0.0052567013810722015	-4215.4103997042575	-446.0052121571845
3294000	-4672.19517505035	-455.32369214349063	-4216.8714829068595	5.960135374973003	3.7675316970667905	0.005397436506276277	-4216.8714829068595	-453.9918746422121
3295000	-4661.571491717034	-449.86466199846654	-4211.706829718568	5.639762644042112	3.355928032834268	0.006259685462281547	-4211.706829718568	-448.6476739689575
3296000	-4642.731017695036	-435.58755974818985	-4207.143457946846	5.804009983392675	3.718247664687965	0.005671405458058109	-4207.143457946846	-434.2686358433089
3297000	-4634.215593129433	-430.8736772552319	-4203.341915874201	5.88491867955798	3.4325421657317343	0.0056040372035745635	-4203.341915874201	-429.63477207518105
3298000	-4623.467352763142	-421.0477210745076	-4202.419631688635	5.665055996964283	3.589531410770973	0.006260233378826334	-4202.419631688635	-419.7634391733955
3299000	-4616.031728225771	-417.3963202555857	-4198.635407970185	5.743614821579194	3.118365696449578	0.005996676498356776	-4198.635407970185	-416.2530145297456
3300000	-4609.448849367675	-404.1457031500499	-4205.303146217626	5.881409351108537	2.746335350058028	0.006699519695254255	-4205.303146217626	-403.128736207356
3301000	-4611.576686647133	-409.7608008648207	-4201.815885782313	5.902181466164594	2.9549841640473713	0.005124065243495545	-4201.815885782313	-408.6721835077699
3302000	-4621.538245518242	-415.38609459503	-4206.152150923212	5.711015213019516	2.828581204249377	0.00617822142723429	-4206.152150923212	-414.3401411289158
3303000	-4619.180904393132	-415.0621044513554	-4204.118799941776	5.605529663398178	3.142118637728749	0.005846030923957642	-4204.118799941776	-413.91136112264485
3304000	-4624.132011030908	-412.2317308320829	-4211.900280198825	5.485995888538349	2.804860182950996	0.006479798868630137	-4211.900280198825	-411.19389734113224
3305000	-4614.231288984777	-417.5508282540617	-4196.680460730716	5.650396617059972	3.3749532519859784	0.006422415769723921	-4196.680460730716	-416.3280243653268
3306000	-4620.276723050094	-418.5637174439837	-4201.7130056061105	5.580308063842309	2.8392092661882478	0.006792734333268466	-4201.7130056061105	-417.5133991236439
3307000	-4626.4630457657395	-423.490184262523	-4202.972861503216	5.626133008072325	3.180283678661248	0.006748107791672926	-4202.972861503216	-422.32646575479174
3308000	-4627.7894036752705	-412.94039292334224	-4214.849010751928	5.978672303568195	3.009127028315575	0.006261685366355426	-4214.849010751928	-411.8324812250956
3309000	-4620.8441714396195	-414.20850421938576	-4206.635667220234	5.479437111910943	3.001673170024984	0.006480009300226655	-4206.635667220234	-413.10285435354564
3310000	-4620.034408394243	-406.3360287487081	-4213.698379645534	5.677326632981521	2.752723948882616	0.0063457172259314	-4213.698379645534	-405.3170920831853
3311000	-4630.266059538397	-410.5073022712608	-4219.758757267136	5.471303754867842	2.9315977689324497	0.005568843839533591	-4219.758757267136	-409.42618583939293
3312000	-4616.211469487448	-414.1890231494953	-4202.022446337953	5.316694788245645	3.2876358594438364	0.0064460350453815285	-4202.022446337953	-412.99240839173336
3313000	-4617.150802443636	-414.50618803481314	-4202.644614408823	5.30574794550272	3.046587261900812	0.006318207678880776	-4202.644614408823	-413.38584779350936
3314000	-4606.606426603092	-393.85412317123007	-4212.752303431862	5.3772631607157715	3.003923711589429	0.006930969993096959	-4212.752303431862	-392.7472728632669
3315000	-4595.423832549114	-386.10402004674944	-4209.319812502365	5.430580628319055	2.7075591749611845	0.0062868369569636165	-4209.319812502365	-385.10168565419696
3316000	-4603.719410360899	-393.19420311457674	-4210.525207246323	6.027622102100089	2.4707688660253355	0.006743747609047929	-4210.525207246323	-392.2829299829743
3317000	-4599.048808576141	-386.56918763810984	-4212.479620938031	5.226595191647235	2.691591726082038	0.006387594570241351	-4212.479620938031	-385.57266730518984
3318000	-4601.652740420832	-389.2905450535905	-4212.362195367241	5.626349217128031	2.9491734279075272	0.0069740395513812675	-4212.362195367241	-388.2020460768787
3319000	-4596.302055651924	-390.1251239000724	-4206.176931751852	5.2191264495640235	2.7515672485351272	0.0072362046700931	-4206.176931751852	-389.10571703750185
3320000	-4601.6838399040635	-385.87207447563617	-4215.811765428427	5.74091849939359	2.645341010107861	0.007820585947028122	-4215.811765428427	-384.89145390637236
3321000	-4602.415801750573	-387.14817609253737	-4215.267625658036	5.127457138646336	2.848468870971789	0.006129525021931255	-4215.267625658036	-386.0952649558546
3322000	-4611.414487977096	-395.09462830298855	-4216.319859674107	5.137956786095506	2.741552089351097	0.006485476012809425	-4216.319859674107	-394.07961861098386
3323000	-4605.614591928027	-389.7511286485434	-4215.863463279484	5.096440808092383	2.8252720868262693	0.00740087316267465	-4215.863463279484	-388.7051231014994
3324000	-4601.64325597091	-386.5752427467903	-4215.06801322412	5.296716434037521	2.669106402394706	0.007072782343568066	-4215.06801322412	-385.5864262288037
3325000	-4608.608002229859	-402.33690120542065	-4206.271101024438	5.306701471868176	2.8760870988586045	0.006718997169276222	-4206.271101024438	-401.2737514841298
3326000	-4616.137932517351	-409.920115007422	-4206.217817509929	5.1929428246719285	2.6700681009709344	0.006127380785726998	-4206.217817509929	-408.93188364856775
3327000	-4611.611718541174	-407.6543558126314	-4203.957362728543	5.067733765094124	2.956259097280516	0.006882973587812241	-4203.957362728543	-406.56354818848604
3328000	-4626.28142474886	-416.47994696181917	-4209.801477787041	5.074789739168033	2.6963708201704293	0.006901601628254009	-4209.801477787041	-415.48113863202565
3329000	-4628.0835361453965	-416.21054247726244	-4211.872993668134	5.405872756284861	2.8316604718196547	0.005584103428881253	-4211.872993668134	-415.16409509508367
3330000	-4637.829828489269	-429.54724158042615	-4208.282586908843	5.357680860034672	3.1323105642228697	0.006125317557717075	-4208.282586908843	-428.3993453312193
3331000	-4638.221367931016	-421.8818668540876	-4216.339501076928	5.526665677559759	3.2847956411973316	0.006200130962378627	-4216.339501076928	-420.6863622828049
3332000	-4622.421630107065	-418.92276221503494	-4203.49886789203	5.527429635657415	2.5944248551723272	0.006286334642361289	-4203.49886789203	-417.9631110241113
3333000	-4627.614494791271	-411.6596835680702	-4215.9548112232005	5.618862958331125	3.2665232720507644	0.007151643884909016	-4215.9548112232005	-410.46880572445133
3334000	-4627.367075084558	-411.74230669746635	-4215.6247683870915	5.682516544419933	3.096282842655841	0.006486629769833909	-4215.6247683870915	-410.6056177586949
3335000	-4619.585200740785	-408.1814676207387	-4211.403733120046	5.6632252195310215	3.20182909909598	0.006211080876344944	-4211.403733120046	-407.01153429988653
3336000	-4619.404926059707	-406.5372065259151	-4212.867719533791	5.491616672003285	2.8260889121995176	0.005707777226857102	-4212.867719533791	-405.49260500271293
3337000	-4623.675220169644	-416.55316265325035	-4207.122057516393	5.606385778438121	3.305415036834371	0.006724182282011055	-4207.122057516393	-415.35087642708174
3338000	-4619.21021286287	-406.7491544806664	-4212.461058382204	5.660469765651773	2.9533942328453286	0.006327666425728725	-4212.461058382204	-405.65987171790215
3339000	-4628.976564745079	-418.42985371515385	-4210.546711029925	5.3621538873594705	2.9219591335504096	0.005980786959456186	-4210.546711029925	-417.35161860074385
3340000	-4636.482978135798	-421.6285688150966	-4214.854409320701	5.799100085589245	3.1688132533263995	0.006276139071859604	-4214.854409320701	-420.4689355262646
3341000	-4630.934452129663	-417.4668743080263	-4213.467577821637	5.7075960117390645	3.017383171528559	0.005695036876037869	-4213.467577821637	-416.356789314885
3342000	-4634.696505076742	-414.1385764040613	-4220.557928672681	5.793651737072562	2.951149807922833	0.005477938447211731	-4220.557928672681	-413.0509036058036
3343000	-4637.052617744679	-419.48804188887476	-4217.564575855804	6.043117996853028	3.0934987706835413	0.005801572444124512	-4217.564575855804	-418.35293757782875
3344000	-4641.9391350706055	-420.2836330672584	-4221.6555020033475	6.479279726904486	2.7351925657753404	0.006364662591495589	-4221.6555020033475	-419.2710665633097
3345000	-4654.503646970533	-428.9902860367926	-4225.51336093374	5.6609643984977405	3.4642488009113097	0.005777488054415378	-4225.51336093374	-427.74201273587386
3346000	-4659.893041517692	-439.0202294760091	-4220.872812041683	5.886318062236454	3.2968464824199133	0.005498252468677251	-4220.872812041683	-437.8217648233435
3347000	-4667.622360906724	-447.7141459635123	-4219.9082149432115	5.817685837679753	3.7153053611142326	0.005212461283726234	-4219.9082149432115	-446.3964726306362
3348000	-4667.713934239985	-443.87023454127313	-4223.843699698712	5.5850828278735785	3.352171962386191	0.0058713150926674885	-4223.843699698712	-442.6547547434486
3349000	-4662.643416987651	-448.9053605342519	-4213.7380564534	5.723658267297878	3.3926192294368964	0.006045055181527666	-4213.7380564534	-447.67771322195387
3350000	-4665.1840739612235	-448.1751334403084	-4217.0089405209155	5.725177651604119	3.6081818931588847	0.0056808978550706496	-4217.0089405209155	-446.88624852767697
3351000	-4664.442857743592	-439.4751237704745	-4224.967733973117	6.060101615977937	3.2865274215280404	0.005746547775708311	-4224.967733973117	-438.2795457103249
3352000	-4663.569730828354	-446.3644247357858	-4217.205306092568	5.93178328031595	3.367858742544331	0.005217207750374963	-4217.205306092568	-445.14493037358466
3353000	-4665.273198234034	-450.1220193139804	-4215.151178920053	5.9342788067703385	4.2110756702131225	0.006143224306114954	-4215.151178920053	-448.6781579710019
3354000	-4657.7962988120835	-448.2566919617169	-4209.539606850367	5.6929368648329675	3.3530072369364476	0.005361397506077636	-4209.539606850367	-447.04147293838236
3355000	-4645.044050091537	-428.8447729131219	-4216.199277178415	5.561305897424624	3.5239934246283178	0.006096229026666173	-4216.199277178415	-427.57908184190603
3356000	-4646.349957315237	-435.3514423587265	-4210.99851495651	5.48665981437036	3.2991728581355875	0.0056355540435014395	-4210.99851495651	-434.15213501667813
3357000	-4644.031656414633	-437.99100423137156	-4206.040652183262	5.799723673148139	3.214335322034545	0.006194578316002775	-4206.040652183262	-436.8171890594977
3358000	-4657.706900838604	-434.36249796687986	-4223.344402871724	5.423199115319894	3.140342589557684	0.006003641727225317	-4223.344402871724	-433.2121624262293
3359000	-4656.683143389533	-438.50316690287957	-4218.179976486654	5.642781028553437	3.659568809263156	0.006352414789879583	-4218.179976486654	-437.19946915929347
3360000	-4659.197074260997	-432.87875291546663	-4226.31832134553	5.547303201294616	3.093352736798599	0.005604215826507952	-4226.31832134553	-431.7438931688578
3361000	-4658.857992649644	-446.11631956972906	-4212.741673079915	7.485209616402664	3.175640868039952	0.005262747750141149	-4212.741673079915	-444.95554736180134
3362000	-4649.5314148991	-444.7424131247268	-4204.789001774373	5.274777453052763	3.4603899239014866	0.005692424741605985	-4204.789001774373	-443.49533942249593
3363000	-4664.480260159311	-455.10964796968915	-4209.370612189622	5.301545742511721	3.4676929944484205	0.005690690173286725	-4209.370612189622	-453.8604677497617
3364000	-4665.2207180405085	-451.18781037652735	-4214.032907663981	5.845023894948446	3.36170821997165	0.005201231558166448	-4214.032907663981	-449.97015990138385
3365000	-4658.588673197379	-440.4233853498399	-4218.165287847539	5.507704037868447	3.518965029974474	0.005605056619879529	-4218.165287847539	-439.15961337241947
3366000	-4657.471689712543	-437.74979377293437	-4219.721895939609	5.634868401561558	3.2006389561230097	0.006067742938722843	-4219.721895939609	-436.58037556633366
3367000	-4652.712184232696	-445.1645370612886	-4207.547647171407	5.606713485681606	3.33506149814115	0.005464164055020235	-4207.547647171407	-443.9545817778138
3368000	-4647.73667041301	-443.7280208659729	-4204.008649547037	5.6786002222950005	3.651036230841039	0.006470060287130375	-4204.008649547037	-442.42653977952244
3369000	-4639.264880277806	-433.5709031866242	-4205.693977091181	5.607505475925854	3.381304793161464	0.006733993188108357	-4205.693977091181	-432.3459075249532
3370000	-4642.581204847641	-441.28439864442277	-4201.296806203218	5.981752838533356	3.6911833818256223	0.005405684085447132	-4201.296806203218	-439.9730458540163
3371000	-4647.366608767028	-448.5220482414075	-4198.84456052562	5.734641152590851	3.8028244675422584	0.005363103261644735	-4198.84456052562	-447.1809410665778
3372000	-4660.647871678403	-450.54258887769817	-4210.105282800705	6.631278552804456	3.6806797209441853	0.005767190697290858	-4210.105282800705	-449.2337242450979
3373000	-4636.508420163016	-437.6836282641207	-4198.8247918988955	5.934179761338241	3.875097730042744	0.005934317351810162	-4198.8247918988955	-436.3231230636255
3374000	-4628.1414910175845	-439.52185879608083	-4188.619632221504	6.311320553525882	3.6874068288672994	0.005857208454985593	-4188.619632221504	-438.21107813302694
3375000	-4627.201070706059	-442.6660634700103	-4184.535007236049	5.573669391883435	3.461623950101833	0.005717882846490225	-4184.535007236049	-441.41860775846385
3376000	-4644.447191982768	-449.00708849074135	-4195.440103492027	5.6044695889731075	3.5887488781855996	0.00594898039097614	-4195.440103492027	-447.7233358704892
3377000	-4645.578375643455	-452.07057693877346	-4193.507798704682	5.446967133591669	3.5770550511380255	0.006303275314716814	-4193.507798704682	-450.7897338129905
3378000	-4620.200986078261	-432.02504379369776	-4188.1759422845635	5.5017076780134335	3.389219336625776	0.006464098765110037	-4188.1759422845635	-430.797980084241
3379000	-4616.839694286839	-416.8552121341417	-4199.984482152698	6.144594034924783	3.3135044217332013	0.0063538194221243365	-4199.984482152698	-415.65085194771433
3380000	-4625.611828722095	-421.5863470984153	-4204.02548162368	5.810194621125944	3.1631720033106627	0.006369444519539408	-4204.02548162368	-420.42840233124974
3381000	-4631.2341615028035	-432.1909235017324	-4199.043238001072	5.858761967255651	3.064081479812539	0.005706453023729882	-4199.043238001072	-431.0654692045558
3382000	-4630.424622010433	-422.8867422135281	-4207.537879796905	6.0320608825646005	3.2530492698145377	0.006487767362075241	-4207.537879796905	-421.7006616528275
3383000	-4633.945282280495	-435.13028918528977	-4198.814993095205	5.695302820462102	3.27552228558552	0.005919865524630726	-4198.814993095205	-433.9378919868783
3384000	-4635.900533649628	-438.09576321522957	-4197.804770434399	5.7823138440539745	3.6663220235371687	0.005341278821437744	-4197.804770434399	-436.7912329502763
3385000	-4639.895784372338	-438.84784438452965	-4201.047939987809	5.782611625960204	3.3393585425862975	0.005670583343564495	-4201.047939987809	-437.6363950657599
3386000	-4650.7497698291345	-446.6833150370425	-4204.066454792092	6.029397772418189	3.6805217066883675	0.006205652715431128	-4204.066454792092	-445.37405487407256
3387000	-4648.863238574468	-438.6178815995231	-4210.245356974945	6.0420805366736525	2.7712695774730536	0.005693037547801074	-4210.245356974945	-437.59288301556
3388000	-4646.0190641478275	-439.2015481572904	-4206.817515990537	6.153128223213139	3.0919506232862592	0.00644127981336658	-4206.817515990537	-438.06630471606235
3389000	-4635.0415105543625	-441.9332718499082	-4193.108238704454	6.338022341591161	3.474145238593635	0.005746887627751204	-4193.108238704454	-440.6821764880258
3390000	-4648.49762076598	-441.5668479671077	-4206.930772798873	5.896842788943617	3.0181235626367613	0.005890735938058558	-4206.930772798873	-440.45632192976785
3391000	-4654.417972527863	-450.30233201283664	-4204.115640515026	5.653975969001228	3.2882278554918853	0.005716760092580031	-4204.115640515026	-449.10626647883566
3392000	-4646.156077856643	-446.79274915066213	-4199.36332870598	5.66644350280839	3.613223302896012	0.006245347010682017	-4199.36332870598	-445.50190354799975
3393000	-4655.957194158926	-453.08093950710344	-4202.876254651822	5.792042545824089	3.4379663686360895	0.004915441618203856	-4202.876254651822	-451.84114394081905
3394000	-4656.03297495054	-449.4841963698218	-4206.548778580718	5.799030492963994	3.6503581797246434	0.005735838143758267	-4206.548778580718	-448.18363523746683
3395000	-4653.715411872541	-447.21915587715847	-4206.496255995383	5.694257962842472	3.788044179123679	0.0054228796747273055	-4206.496255995383	-445.8818831593125
3396000	-4647.529983635644	-450.07488513099065	-4197.4550985046535	5.976967305792842	3.7317872863715245	0.005775133991035792	-4197.4550985046535	-448.75222271285986
3397000	-4647.880520792183	-442.722897171392	-4205.157623620791	5.927994021521655	3.984293649695551	0.007033268697950556	-4205.157623620791	-441.33350385843505
3398000	-4642.842908827679	-442.3496303288733	-4200.493278498806	5.765780278249017	3.260079456510743	0.005667358981868972	-4200.493278498806	-441.162211401647
3399000	-4643.0743270591765	-437.7109356700902	-4205.363391389086	5.770065872578262	3.0292832105438965	0.005937384461689796	-4205.363391389086	-436.59667225826985
3400000	-4648.943368065443	-434.9196886996125	-4214.0236793658305	6.051935611383852	3.49341682429304	0.0066039839288780135	-4214.0236793658305	-433.66220442566055
3401000	-4650.824926600139	-433.17652833260087	-4217.648398267538	6.207167264419555	3.0698808480564233	0.006031055385175224	-4217.648398267538	-432.0488585280778
3402000	-4646.6029293409865	-434.08324746304044	-4212.519681877946	5.858395410356061	3.4188853747765897	0.006480158599536619	-4212.519681877946	-432.84745272029585
3403000	-4636.8336301570425	-442.49409733705244	-4194.33953281999	5.7712631717977585	3.583538830501953	0.0056207209929780505	-4194.33953281999	-441.2121258037512
3404000	-4643.932939081893	-443.3637207026778	-4200.569218379215	5.75354663874677	3.3337133982671263	0.006012576809503702	-4200.569218379215	-442.153621308562
3405000	-4643.580698375998	-449.79813480687653	-4193.782563569121	5.773533727489235	3.939820621849308	0.005063373026211683	-4193.782563569121	-448.4219362390263
3406000	-4655.502399167676	-445.17437969704054	-4210.328019470636	5.771402751392681	3.369771653846655	0.005054677967827694	-4210.328019470636	-443.9544800355066
3407000	-4641.857514813409	-445.580894812812	-4196.276620000596	5.881199079827967	3.083677224890219	0.005562818950868741	-4196.276620000596	-444.44920920482735
3408000	-4665.905110642029	-450.1959311839574	-4215.709179458072	6.119712206545213	3.1347995669994893	0.005831859629448004	-4215.709179458072	-449.0475340862584
3409000	-4675.600192400475	-461.08122411455355	-4214.518968285922	6.033986207943387	3.7587129792185334	0.005617112725954225	-4214.518968285922	-459.75153039578237
